A1BG	ENSG00000121410
NPVF	ENSG00000105954
NPW	ENSG00000183971
NPY	ENSG00000122585
NPY1R	ENSG00000164128
NPY2R	ENSG00000185149
NPY5R	ENSG00000164129
NQO1	ENSG00000181019
NQO2	ENSG00000124588
NR0B1	ENSG00000169297
NR0B2	ENSG00000131910
NR1D1	ENSG00000126368
NR1D2	ENSG00000174738
NR1H2	ENSG00000131408
NR1H3	ENSG00000025434
NR1H4	ENSG00000012504
NR1I2	ENSG00000144852
NR1I3	ENSG00000143257
NR2C1	ENSG00000120798
NR2C2	ENSG00000177463
NR2C2AP	ENSG00000184162
NR2E1	ENSG00000112333
NR2F1	ENSG00000175745
NR2F2	ENSG00000185551
NR2F6	ENSG00000160113
NR3C1	ENSG00000113580
NR3C2	ENSG00000151623
NR4A1	ENSG00000123358
NR4A2	ENSG00000153234
NR4A3	ENSG00000119508
NR5A1	ENSG00000136931
NR5A2	ENSG00000116833
NR6A1	ENSG00000148200
NRAP	ENSG00000197893
NRARP	ENSG00000198435
NRAS	ENSG00000213281
NRBF2	ENSG00000148572
NRBP1	ENSG00000115216
NRBP2	ENSG00000185189
NRCAM	ENSG00000091129
NRDC	ENSG00000078618
NRDE2	ENSG00000119720
NREP	ENSG00000134986
NRF1	ENSG00000106459
NRG1	ENSG00000157168
NRG2	ENSG00000158458
NRG3	ENSG00000185737
NRG4	ENSG00000169752
NRGN	ENSG00000154146
NRIP1	ENSG00000180530
NRIP2	ENSG00000053702
NRIP3	ENSG00000175352
NRK	ENSG00000123572
NRL	ENSG00000129535
NRM	ENSG00000137404
NRN1	ENSG00000124785
NRN1L	ENSG00000188038
NRP1	ENSG00000099250
NRP2	ENSG00000118257
NRROS	ENSG00000174004
NRSN1	ENSG00000152954
NRSN2	ENSG00000125841
NRTN	ENSG00000171119
NRXN1	ENSG00000179915
NRXN2	ENSG00000110076
NRXN3	ENSG00000021645
NSA2	ENSG00000164346
NSD1	ENSG00000165671
NSD2	ENSG00000109685
NSD3	ENSG00000147548
NSDHL	ENSG00000147383
NSF	ENSG00000073969
NSFL1C	ENSG00000088833
NSG1	ENSG00000168824
NSG2	ENSG00000170091
NSL1	ENSG00000117697
NSMAF	ENSG00000035681
NSMCE1	ENSG00000169189
NSMCE2	ENSG00000156831
NSMCE3	ENSG00000185115
NSMCE4A	ENSG00000107672
NSMF	ENSG00000165802
NSRP1	ENSG00000126653
NSUN2	ENSG00000037474
NSUN3	ENSG00000178694
NSUN4	ENSG00000117481
NSUN5	ENSG00000130305
NSUN6	ENSG00000241058
NSUN7	ENSG00000179299
NT5C	ENSG00000125458
NT5C1A	ENSG00000116981
NT5C1B	ENSG00000185013
NT5C2	ENSG00000076685
NT5C3A	ENSG00000122643
NT5C3B	ENSG00000141698
NT5DC1	ENSG00000178425
NT5DC2	ENSG00000168268
NT5DC3	ENSG00000111696
NT5E	ENSG00000135318
NT5M	ENSG00000205309
NTAN1	ENSG00000157045
NTAQ1	ENSG00000156795
NTF3	ENSG00000185652
NTF4	ENSG00000225950
NTHL1	ENSG00000065057
NTM	ENSG00000182667
NTMT1	ENSG00000148335
NTMT2	ENSG00000203740
NTN1	ENSG00000065320
NTN3	ENSG00000162068
NTN4	ENSG00000074527
NTN5	ENSG00000142233
NTNG1	ENSG00000162631
NTNG2	ENSG00000196358
NTPCR	ENSG00000135778
NTRK1	ENSG00000198400
NTRK2	ENSG00000148053
NTRK3	ENSG00000140538
NTS	ENSG00000133636
NTSR1	ENSG00000101188
NTSR2	ENSG00000169006
NUAK1	ENSG00000074590
NUAK2	ENSG00000163545
NUB1	ENSG00000013374
NUBP1	ENSG00000103274
NUBP2	ENSG00000095906
NUBPL	ENSG00000151413
NUCB1	ENSG00000104805
NUCB2	ENSG00000070081
NUCKS1	ENSG00000069275
NUDC	ENSG00000090273
NUDCD1	ENSG00000120526
NUDCD2	ENSG00000170584
NUDCD3	ENSG00000015676
NUDT1	ENSG00000106268
NUDT10	ENSG00000122824
NUDT11	ENSG00000196368
NUDT12	ENSG00000112874
NUDT13	ENSG00000166321
NUDT14	ENSG00000183828
NUDT15	ENSG00000136159
NUDT16	ENSG00000198585
NUDT16L1	ENSG00000168101
NUDT17	ENSG00000186364
NUDT19	ENSG00000213965
NUDT2	ENSG00000164978
NUDT21	ENSG00000167005
NUDT22	ENSG00000149761
NUDT3	ENSG00000272325
NUDT5	ENSG00000165609
NUDT6	ENSG00000170917
NUDT7	ENSG00000140876
NUDT8	ENSG00000167799
NUDT9	ENSG00000170502
NUF2	ENSG00000143228
NUFIP1	ENSG00000083635
NUFIP2	ENSG00000108256
NUGGC	ENSG00000189233
NUMA1	ENSG00000137497
NUMB	ENSG00000133961
NUMBL	ENSG00000105245
NUP107	ENSG00000111581
NUP133	ENSG00000069248
NUP153	ENSG00000124789
NUP155	ENSG00000113569
NUP160	ENSG00000030066
NUP188	ENSG00000095319
NUP205	ENSG00000155561
NUP210	ENSG00000132182
NUP210L	ENSG00000143552
NUP214	ENSG00000126883
NUP35	ENSG00000163002
NUP37	ENSG00000075188
NUP42	ENSG00000136243
NUP43	ENSG00000120253
NUP50	ENSG00000093000
NUP54	ENSG00000138750
NUP58	ENSG00000139496
NUP62	ENSG00000213024
NUP62CL	ENSG00000198088
NUP85	ENSG00000125450
NUP88	ENSG00000108559
NUP93	ENSG00000102900
NUP98	ENSG00000110713
NUPR1	ENSG00000176046
NUPR2	ENSG00000185290
NUS1	ENSG00000153989
NUSAP1	ENSG00000137804
NUTF2	ENSG00000102898
NUTM1	ENSG00000184507
NUTM2A	ENSG00000184923
NUTM2F	ENSG00000130950
NUTM2G	ENSG00000188152
NVL	ENSG00000143748
NWD1	ENSG00000188039
NWD2	ENSG00000174145
NXF1	ENSG00000162231
NXF3	ENSG00000147206
NXN	ENSG00000167693
NXNL1	ENSG00000171773
NXNL2	ENSG00000130045
NXPE1	ENSG00000095110
NXPE2	ENSG00000204361
NXPE3	ENSG00000144815
NXPE4	ENSG00000137634
NXPH1	ENSG00000122584
NXPH2	ENSG00000144227
NXPH3	ENSG00000182575
NXPH4	ENSG00000182379
NXT1	ENSG00000132661
NXT2	ENSG00000101888
NYAP1	ENSG00000166924
NYAP2	ENSG00000144460
NYNRIN	ENSG00000205978
NYX	ENSG00000188937
OAF	ENSG00000184232
OARD1	ENSG00000124596
OAS1	ENSG00000089127
OAS2	ENSG00000111335
OAS3	ENSG00000111331
OASL	ENSG00000135114
OAT	ENSG00000065154
OAZ1	ENSG00000104904
OAZ2	ENSG00000180304
OAZ3	ENSG00000143450
OBI1	ENSG00000152193
OBP2A	ENSG00000122136
OBSCN	ENSG00000154358
OBSL1	ENSG00000124006
OC90	ENSG00000253117
OCA2	ENSG00000104044
OCEL1	ENSG00000099330
OCIAD1	ENSG00000109180
OCIAD2	ENSG00000145247
OCLN	ENSG00000197822
OCM	ENSG00000122543
OCM2	ENSG00000135175
OCRL	ENSG00000122126
OCSTAMP	ENSG00000149635
ODAD1	ENSG00000105479
ODAD2	ENSG00000169126
ODAD3	ENSG00000198003
ODAM	ENSG00000109205
ODAPH	ENSG00000174792
ODC1	ENSG00000115758
ODF1	ENSG00000155087
ODF2	ENSG00000136811
ODF2L	ENSG00000122417
ODF3	ENSG00000177947
ODF3B	ENSG00000177989
ODF3L1	ENSG00000182950
ODF3L2	ENSG00000181781
ODF4	ENSG00000184650
ODR4	ENSG00000157181
OFD1	ENSG00000046651
OGA	ENSG00000198408
OGDH	ENSG00000105953
OGDHL	ENSG00000197444
OGFOD1	ENSG00000087263
OGFOD2	ENSG00000111325
OGFOD3	ENSG00000181396
OGFR	ENSG00000060491
OGFRL1	ENSG00000119900
OGG1	ENSG00000114026
OGN	ENSG00000106809
OGT	ENSG00000147162
OIP5	ENSG00000104147
OIT3	ENSG00000138315
OLA1	ENSG00000138430
OLAH	ENSG00000152463
OLFM1	ENSG00000130558
OLFM2	ENSG00000105088
OLFM3	ENSG00000118733
OLFM4	ENSG00000102837
OLFML1	ENSG00000183801
OLFML2A	ENSG00000185585
OLFML2B	ENSG00000162745
OLFML3	ENSG00000116774
OLIG1	ENSG00000184221
OLIG2	ENSG00000205927
OLIG3	ENSG00000177468
OLR1	ENSG00000173391
OMA1	ENSG00000162600
OMD	ENSG00000127083
OMG	ENSG00000126861
OMP	ENSG00000254550
ONECUT1	ENSG00000169856
ONECUT2	ENSG00000119547
ONECUT3	ENSG00000205922
OOEP	ENSG00000203907
OOSP2	ENSG00000149507
OPA1	ENSG00000198836
OPA3	ENSG00000125741
OPALIN	ENSG00000197430
OPCML	ENSG00000183715
OPHN1	ENSG00000079482
OPN1LW	ENSG00000102076
OPN1SW	ENSG00000128617
OPN3	ENSG00000054277
OPN4	ENSG00000122375
OPN5	ENSG00000124818
OPRD1	ENSG00000116329
OPRK1	ENSG00000082556
OPRL1	ENSG00000125510
OPRM1	ENSG00000112038
OPRPN	ENSG00000171199
OPTC	ENSG00000188770
OPTN	ENSG00000123240
OR10A2	ENSG00000170790
OR10A3	ENSG00000170683
OR10A4	ENSG00000170782
OR10A5	ENSG00000166363
OR10A7	ENSG00000179919
OR10AD1	ENSG00000172640
OR10AG1	ENSG00000174970
OR10C1	ENSG00000206474
OR10G2	ENSG00000255582
OR10G3	ENSG00000169208
OR10G4	ENSG00000254737
OR10G7	ENSG00000182634
OR10G8	ENSG00000234560
OR10G9	ENSG00000236981
OR10H1	ENSG00000186723
OR10H2	ENSG00000171942
OR10H3	ENSG00000171936
OR10H4	ENSG00000176231
OR10H5	ENSG00000172519
OR10J1	ENSG00000196184
OR10J5	ENSG00000184155
OR10K1	ENSG00000173285
OR10K2	ENSG00000180708
OR10P1	ENSG00000175398
OR10Q1	ENSG00000180475
OR10R2	ENSG00000198965
OR10T2	ENSG00000186306
OR10V1	ENSG00000172289
OR10W1	ENSG00000172772
OR10Z1	ENSG00000198967
OR11A1	ENSG00000204694
OR11H4	ENSG00000176198
OR11H6	ENSG00000176219
OR11L1	ENSG00000197591
OR12D3	ENSG00000112462
OR13A1	ENSG00000256574
OR13C2	ENSG00000276119
OR13C3	ENSG00000204246
OR13C4	ENSG00000148136
OR13C5	ENSG00000277556
OR13C8	ENSG00000186943
OR13C9	ENSG00000136839
OR13D1	ENSG00000179055
OR13F1	ENSG00000186881
OR13G1	ENSG00000197437
OR13H1	ENSG00000171054
OR13J1	ENSG00000168828
OR14A16	ENSG00000196772
OR14C36	ENSG00000177174
OR14I1	ENSG00000189181
OR14J1	ENSG00000204695
OR1A1	ENSG00000172146
OR1A2	ENSG00000172150
OR1C1	ENSG00000221888
OR1D2	ENSG00000184166
OR1D5	ENSG00000262628
OR1E1	ENSG00000180016
OR1E2	ENSG00000127780
OR1F1	ENSG00000168124
OR1G1	ENSG00000183024
OR1I1	ENSG00000094661
OR1J1	ENSG00000136834
OR1J2	ENSG00000197233
OR1J4	ENSG00000239590
OR1K1	ENSG00000165204
OR1L1	ENSG00000173679
OR1L3	ENSG00000171481
OR1L4	ENSG00000136939
OR1L6	ENSG00000171459
OR1L8	ENSG00000171496
OR1M1	ENSG00000170929
OR1N1	ENSG00000171505
OR1N2	ENSG00000171501
OR1Q1	ENSG00000165202
OR2A12	ENSG00000221858
OR2A14	ENSG00000221938
OR2A2	ENSG00000221989
OR2A25	ENSG00000221933
OR2A5	ENSG00000221836
OR2AE1	ENSG00000244623
OR2AG1	ENSG00000279486
OR2AG2	ENSG00000188124
OR2AP1	ENSG00000179615
OR2AT4	ENSG00000171561
OR2B11	ENSG00000177535
OR2B2	ENSG00000168131
OR2B3	ENSG00000204703
OR2B6	ENSG00000124657
OR2C1	ENSG00000168158
OR2C3	ENSG00000196242
OR2D2	ENSG00000166368
OR2D3	ENSG00000178358
OR2F2	ENSG00000221910
OR2G2	ENSG00000177489
OR2G3	ENSG00000177476
OR2G6	ENSG00000188558
OR2H1	ENSG00000204688
OR2H2	ENSG00000204657
OR2J2	ENSG00000204700
OR2J3	ENSG00000204701
OR2K2	ENSG00000171133
OR2L13	ENSG00000196071
OR2L2	ENSG00000203663
OR2L3	ENSG00000198128
OR2L5	ENSG00000197454
OR2M2	ENSG00000198601
OR2M3	ENSG00000228198
OR2M4	ENSG00000171180
OR2M5	ENSG00000162727
OR2M7	ENSG00000177186
OR2S2	ENSG00000278889
OR2T10	ENSG00000184022
OR2T12	ENSG00000177201
OR2T2	ENSG00000196240
OR2T27	ENSG00000187701
OR2T29	ENSG00000182783
OR2T35	ENSG00000177151
OR2T4	ENSG00000196944
OR2T5	ENSG00000203661
OR2T6	ENSG00000198104
OR2T8	ENSG00000177462
OR2V1	ENSG00000185372
OR2V2	ENSG00000182613
OR2W1	ENSG00000204704
OR2W3	ENSG00000238243
OR2Y1	ENSG00000174339
OR2Z1	ENSG00000181733
OR3A1	ENSG00000180090
OR4A16	ENSG00000181961
OR4A47	ENSG00000237388
OR4A5	ENSG00000221840
OR4B1	ENSG00000175619
OR4C11	ENSG00000172188
OR4C12	ENSG00000221954
OR4C13	ENSG00000258817
OR4C15	ENSG00000181939
OR4C3	ENSG00000176547
OR4C46	ENSG00000185926
OR4C6	ENSG00000181903
OR4D1	ENSG00000141194
OR4D10	ENSG00000254466
OR4D11	ENSG00000176200
OR4D2	ENSG00000255713
OR4D5	ENSG00000171014
OR4D6	ENSG00000166884
OR4D9	ENSG00000172742
OR4E2	ENSG00000221977
OR4F15	ENSG00000182854
OR4F6	ENSG00000184140
OR4K1	ENSG00000155249
OR4K13	ENSG00000176253
OR4K14	ENSG00000169484
OR4K15	ENSG00000169488
OR4K17	ENSG00000176230
OR4K2	ENSG00000165762
OR4K5	ENSG00000176281
OR4L1	ENSG00000176246
OR4M1	ENSG00000176299
OR4N2	ENSG00000176294
OR4N5	ENSG00000184394
OR4P4	ENSG00000181927
OR4S1	ENSG00000176555
OR4S2	ENSG00000174982
OR4X1	ENSG00000176567
OR51A2	ENSG00000205496
OR51A4	ENSG00000205497
OR51A7	ENSG00000176895
OR51B4	ENSG00000183251
OR51B5	ENSG00000167355
OR51B6	ENSG00000176239
OR51D1	ENSG00000197428
OR51E1	ENSG00000180785
OR51E2	ENSG00000167332
OR51F2	ENSG00000176925
OR51G2	ENSG00000176893
OR51I1	ENSG00000167359
OR51I2	ENSG00000187918
OR51L1	ENSG00000176798
OR51M1	ENSG00000184698
OR51Q1	ENSG00000167360
OR51S1	ENSG00000176922
OR51T1	ENSG00000176900
OR51V1	ENSG00000176742
OR52A1	ENSG00000182070
OR52A5	ENSG00000171944
OR52B2	ENSG00000255307
OR52B6	ENSG00000187747
OR52D1	ENSG00000181609
OR52E2	ENSG00000176787
OR52E4	ENSG00000180974
OR52E6	ENSG00000205409
OR52E8	ENSG00000183269
OR52H1	ENSG00000181616
OR52I1	ENSG00000232268
OR52J3	ENSG00000205495
OR52K1	ENSG00000196778
OR52K2	ENSG00000181963
OR52L1	ENSG00000183313
OR52M1	ENSG00000197790
OR52N1	ENSG00000181001
OR52N2	ENSG00000180988
OR52N4	ENSG00000181074
OR52N5	ENSG00000181009
OR52W1	ENSG00000175485
OR56A1	ENSG00000180934
OR56A3	ENSG00000184478
OR56B1	ENSG00000181023
OR56B4	ENSG00000180919
OR5A1	ENSG00000172320
OR5A2	ENSG00000172324
OR5AC2	ENSG00000196578
OR5AK2	ENSG00000181273
OR5AN1	ENSG00000176495
OR5AP2	ENSG00000172464
OR5AS1	ENSG00000181785
OR5AU1	ENSG00000169327
OR5B12	ENSG00000172362
OR5B17	ENSG00000197786
OR5B2	ENSG00000172365
OR5B21	ENSG00000198283
OR5B3	ENSG00000172769
OR5C1	ENSG00000148215
OR5D14	ENSG00000186113
OR5D16	ENSG00000205029
OR5D18	ENSG00000186119
OR5F1	ENSG00000149133
OR5H14	ENSG00000236032
OR5H15	ENSG00000233412
OR5H2	ENSG00000197938
OR5H6	ENSG00000230301
OR5I1	ENSG00000167825
OR5J2	ENSG00000174957
OR5K1	ENSG00000232382
OR5K3	ENSG00000206536
OR5K4	ENSG00000196098
OR5L2	ENSG00000205030
OR5M1	ENSG00000255012
OR5M10	ENSG00000254834
OR5M11	ENSG00000255223
OR5M3	ENSG00000174937
OR5M8	ENSG00000181371
OR5M9	ENSG00000150269
OR5P2	ENSG00000183303
OR5P3	ENSG00000182334
OR5T1	ENSG00000181698
OR5T2	ENSG00000181718
OR5T3	ENSG00000172489
OR5V1	ENSG00000243729
OR5W2	ENSG00000187612
OR6A2	ENSG00000184933
OR6B1	ENSG00000221813
OR6B2	ENSG00000182083
OR6B3	ENSG00000178586
OR6C1	ENSG00000205330
OR6C2	ENSG00000179695
OR6C3	ENSG00000205329
OR6C4	ENSG00000179626
OR6C6	ENSG00000188324
OR6C65	ENSG00000205328
OR6C68	ENSG00000205327
OR6C70	ENSG00000184954
OR6C74	ENSG00000197706
OR6C75	ENSG00000187857
OR6C76	ENSG00000185821
OR6F1	ENSG00000169214
OR6K2	ENSG00000196171
OR6K3	ENSG00000203757
OR6M1	ENSG00000196099
OR6N1	ENSG00000197403
OR6N2	ENSG00000188340
OR6P1	ENSG00000186440
OR6Q1	ENSG00000279051
OR6S1	ENSG00000181803
OR6T1	ENSG00000181499
OR6V1	ENSG00000225781
OR6X1	ENSG00000221931
OR6Y1	ENSG00000197532
OR7A10	ENSG00000127515
OR7A17	ENSG00000185385
OR7A5	ENSG00000188269
OR7C1	ENSG00000127530
OR7C2	ENSG00000127529
OR7D2	ENSG00000188000
OR7D4	ENSG00000174667
OR7E24	ENSG00000237521
OR7G1	ENSG00000161807
OR7G2	ENSG00000170923
OR7G3	ENSG00000170920
OR8A1	ENSG00000196119
OR8B12	ENSG00000170953
OR8B2	ENSG00000284680
OR8B3	ENSG00000284609
OR8B4	ENSG00000280090
OR8B8	ENSG00000197125
OR8D1	ENSG00000196341
OR8D4	ENSG00000181518
OR8G5	ENSG00000255298
OR8H1	ENSG00000181693
OR8H2	ENSG00000181767
OR8H3	ENSG00000181761
OR8I2	ENSG00000172154
OR8J1	ENSG00000172487
OR8J3	ENSG00000167822
OR8K1	ENSG00000150261
OR8K5	ENSG00000181752
OR8S1	ENSG00000284723
OR8U1	ENSG00000172199
OR9A2	ENSG00000179468
OR9A4	ENSG00000258083
OR9G1	ENSG00000174914
OR9G4	ENSG00000172457
OR9I1	ENSG00000172377
OR9K2	ENSG00000170605
OR9Q1	ENSG00000186509
OR9Q2	ENSG00000186513
ORAI2	ENSG00000160991
ORAI3	ENSG00000175938
ORC1	ENSG00000085840
ORC2	ENSG00000115942
ORC3	ENSG00000135336
ORC4	ENSG00000115947
ORC5	ENSG00000164815
ORC6	ENSG00000091651
ORM1	ENSG00000229314
ORM2	ENSG00000228278
ORMDL1	ENSG00000128699
ORMDL2	ENSG00000123353
ORMDL3	ENSG00000172057
OS9	ENSG00000135506
OSBP	ENSG00000110048
OSBP2	ENSG00000184792
OSBPL10	ENSG00000144645
OSBPL11	ENSG00000144909
OSBPL1A	ENSG00000141447
OSBPL2	ENSG00000130703
OSBPL3	ENSG00000070882
OSBPL5	ENSG00000021762
OSBPL6	ENSG00000079156
OSBPL7	ENSG00000006025
OSBPL8	ENSG00000091039
OSBPL9	ENSG00000117859
OSCAR	ENSG00000170909
OSCP1	ENSG00000116885
OSER1	ENSG00000132823
OSGEP	ENSG00000092094
OSGEPL1	ENSG00000128694
OSGIN1	ENSG00000140961
OSGIN2	ENSG00000164823
OSM	ENSG00000099985
OSMR	ENSG00000145623
OSR1	ENSG00000143867
OSR2	ENSG00000164920
OST4	ENSG00000228474
OSTC	ENSG00000198856
OSTF1	ENSG00000134996
OSTM1	ENSG00000081087
OSTN	ENSG00000188729
OTC	ENSG00000036473
OTOA	ENSG00000155719
OTOF	ENSG00000115155
OTOG	ENSG00000188162
OTOL1	ENSG00000182447
OTOP1	ENSG00000163982
OTOP2	ENSG00000183034
OTOP3	ENSG00000182938
OTOR	ENSG00000125879
OTOS	ENSG00000178602
OTP	ENSG00000171540
OTUB1	ENSG00000167770
OTUB2	ENSG00000089723
OTUD1	ENSG00000165312
OTUD3	ENSG00000169914
OTUD4	ENSG00000164164
OTUD5	ENSG00000068308
OTUD6A	ENSG00000189401
OTUD6B	ENSG00000155100
OTUD7A	ENSG00000169918
OTUD7B	ENSG00000264522
OTULIN	ENSG00000154124
OTULINL	ENSG00000145569
OTX1	ENSG00000115507
OTX2	ENSG00000165588
OVCA2	ENSG00000262664
OVGP1	ENSG00000085465
OVOL1	ENSG00000172818
OVOL2	ENSG00000125850
OXA1L	ENSG00000155463
OXCT1	ENSG00000083720
OXCT2	ENSG00000198754
OXER1	ENSG00000162881
OXGR1	ENSG00000165621
OXLD1	ENSG00000204237
OXNAD1	ENSG00000154814
OXR1	ENSG00000164830
OXSM	ENSG00000151093
OXSR1	ENSG00000172939
OXT	ENSG00000101405
OXTR	ENSG00000180914
P2RX1	ENSG00000108405
P2RX2	ENSG00000187848
P2RX3	ENSG00000109991
P2RX4	ENSG00000135124
P2RX5	ENSG00000083454
P2RX6	ENSG00000099957
P2RX7	ENSG00000089041
P2RY1	ENSG00000169860
P2RY10	ENSG00000078589
P2RY11	ENSG00000244165
P2RY12	ENSG00000169313
P2RY13	ENSG00000181631
P2RY14	ENSG00000174944
P2RY2	ENSG00000175591
P2RY4	ENSG00000186912
P2RY6	ENSG00000171631
P3H1	ENSG00000117385
P3H2	ENSG00000090530
P3H3	ENSG00000110811
P3H4	ENSG00000141696
P4HA1	ENSG00000122884
P4HA2	ENSG00000072682
P4HA3	ENSG00000149380
P4HB	ENSG00000185624
P4HTM	ENSG00000178467
PA2G4	ENSG00000170515
PAAF1	ENSG00000175575
PABIR1	ENSG00000187866
PABIR2	ENSG00000156504
PABIR3	ENSG00000156500
PABPC1	ENSG00000070756
PABPC1L	ENSG00000101104
PABPC3	ENSG00000151846
PABPC4	ENSG00000090621
PABPC5	ENSG00000174740
PABPN1	ENSG00000100836
PABPN1L	ENSG00000205022
PACC1	ENSG00000065600
PACRG	ENSG00000112530
PACRGL	ENSG00000163138
PACS1	ENSG00000175115
PACS2	ENSG00000179364
PACSIN1	ENSG00000124507
PACSIN2	ENSG00000100266
PACSIN3	ENSG00000165912
PADI1	ENSG00000142623
PADI2	ENSG00000117115
PADI3	ENSG00000142619
PADI4	ENSG00000159339
PAEP	ENSG00000122133
PAF1	ENSG00000006712
PAFAH1B1	ENSG00000007168
PAFAH1B2	ENSG00000168092
PAFAH1B3	ENSG00000079462
PAFAH2	ENSG00000158006
PAG1	ENSG00000076641
PAGE1	ENSG00000068985
PAGE2	ENSG00000234068
PAGE2B	ENSG00000238269
PAGE4	ENSG00000101951
PAGE5	ENSG00000158639
PAGR1	ENSG00000280789
PAH	ENSG00000171759
PAICS	ENSG00000128050
PAIP1	ENSG00000172239
PAIP2	ENSG00000120727
PAIP2B	ENSG00000124374
PAK1	ENSG00000149269
PAK1IP1	ENSG00000111845
PAK2	ENSG00000180370
PAK3	ENSG00000077264
PAK4	ENSG00000130669
PAK5	ENSG00000101349
PAK6	ENSG00000137843
PALB2	ENSG00000083093
PALD1	ENSG00000107719
PALLD	ENSG00000129116
PALM	ENSG00000099864
PALM2AKAP2	ENSG00000157654
PALM3	ENSG00000187867
PALMD	ENSG00000099260
PALS1	ENSG00000072415
PALS2	ENSG00000105926
PAM	ENSG00000145730
PAM16	ENSG00000217930
PAMR1	ENSG00000149090
PAN2	ENSG00000135473
PAN3	ENSG00000152520
PANK1	ENSG00000152782
PANK2	ENSG00000125779
PANK3	ENSG00000120137
PANK4	ENSG00000157881
PANX1	ENSG00000110218
PANX2	ENSG00000073150
PANX3	ENSG00000154143
PAOX	ENSG00000148832
PAPLN	ENSG00000100767
PAPOLA	ENSG00000090060
PAPOLG	ENSG00000115421
PAPPA	ENSG00000182752
PAPPA2	ENSG00000116183
PAPSS1	ENSG00000138801
PAPSS2	ENSG00000198682
PAQR3	ENSG00000163291
PAQR4	ENSG00000162073
PAQR5	ENSG00000137819
PAQR6	ENSG00000160781
PAQR7	ENSG00000182749
PAQR8	ENSG00000170915
PAQR9	ENSG00000188582
PARD3	ENSG00000148498
PARD3B	ENSG00000116117
PARD6A	ENSG00000102981
PARD6B	ENSG00000124171
PARD6G	ENSG00000178184
PARK7	ENSG00000116288
PARL	ENSG00000175193
PARM1	ENSG00000169116
PARN	ENSG00000140694
PARP1	ENSG00000143799
PARP10	ENSG00000178685
PARP11	ENSG00000111224
PARP12	ENSG00000059378
PARP14	ENSG00000173193
PARP15	ENSG00000173200
PARP16	ENSG00000138617
PARP2	ENSG00000129484
PARP3	ENSG00000041880
PARP4	ENSG00000102699
PARP6	ENSG00000137817
PARP8	ENSG00000151883
PARP9	ENSG00000138496
PARPBP	ENSG00000185480
PARS2	ENSG00000162396
PARVA	ENSG00000197702
PARVB	ENSG00000188677
PARVG	ENSG00000138964
PASD1	ENSG00000166049
PASK	ENSG00000115687
PATE1	ENSG00000171053
PATE2	ENSG00000196844
PATE3	ENSG00000236027
PATE4	ENSG00000237353
PATJ	ENSG00000132849
PATL1	ENSG00000166889
PATL2	ENSG00000229474
PATZ1	ENSG00000100105
PAWR	ENSG00000177425
PAX1	ENSG00000125813
PAX2	ENSG00000075891
PAX3	ENSG00000135903
PAX4	ENSG00000106331
PAX5	ENSG00000196092
PAX6	ENSG00000007372
PAX7	ENSG00000009709
PAX8	ENSG00000125618
PAX9	ENSG00000198807
PAXBP1	ENSG00000159086
PAXIP1	ENSG00000157212
PAXX	ENSG00000148362
PBDC1	ENSG00000102390
PBK	ENSG00000168078
PBLD	ENSG00000108187
PBOV1	ENSG00000254440
PBRM1	ENSG00000163939
PBX1	ENSG00000185630
PBX2	ENSG00000204304
PBX3	ENSG00000167081
PBX4	ENSG00000105717
PBXIP1	ENSG00000163346
PC	ENSG00000173599
PCARE	ENSG00000179270
PCBD1	ENSG00000166228
PCBD2	ENSG00000132570
PCBP1	ENSG00000169564
PCBP2	ENSG00000197111
PCBP3	ENSG00000183570
PCBP4	ENSG00000090097
PCCA	ENSG00000175198
PCCB	ENSG00000114054
PCDH1	ENSG00000156453
PCDH10	ENSG00000138650
PCDH11X	ENSG00000102290
PCDH12	ENSG00000113555
PCDH15	ENSG00000150275
PCDH17	ENSG00000118946
PCDH18	ENSG00000189184
PCDH19	ENSG00000165194
PCDH20	ENSG00000280165
PCDH7	ENSG00000169851
PCDH8	ENSG00000136099
PCDH9	ENSG00000184226
PCDHA1	ENSG00000204970
PCDHA10	ENSG00000250120
PCDHA11	ENSG00000249158
PCDHA12	ENSG00000251664
PCDHA13	ENSG00000239389
PCDHA2	ENSG00000204969
PCDHA3	ENSG00000255408
PCDHA4	ENSG00000204967
PCDHA5	ENSG00000204965
PCDHA6	ENSG00000081842
PCDHA7	ENSG00000204963
PCDHA8	ENSG00000204962
PCDHA9	ENSG00000204961
PCDHAC1	ENSG00000248383
PCDHAC2	ENSG00000243232
PCDHB1	ENSG00000171815
PCDHB10	ENSG00000120324
PCDHB11	ENSG00000197479
PCDHB12	ENSG00000120328
PCDHB13	ENSG00000187372
PCDHB14	ENSG00000120327
PCDHB15	ENSG00000113248
PCDHB16	ENSG00000272674
PCDHB2	ENSG00000112852
PCDHB3	ENSG00000113205
PCDHB4	ENSG00000081818
PCDHB5	ENSG00000113209
PCDHB6	ENSG00000113211
PCDHB7	ENSG00000113212
PCDHB8	ENSG00000120322
PCDHGA1	ENSG00000204956
PCDHGA10	ENSG00000253846
PCDHGA11	ENSG00000253873
PCDHGA12	ENSG00000253159
PCDHGA2	ENSG00000081853
PCDHGA3	ENSG00000254245
PCDHGA4	ENSG00000262576
PCDHGA5	ENSG00000253485
PCDHGA6	ENSG00000253731
PCDHGA7	ENSG00000253537
PCDHGA8	ENSG00000253767
PCDHGA9	ENSG00000261934
